f_β, average_velocity
2.0, 0.0
3.0, 0.0
4.0, 0.0
5.0, 0.0
6.0, 2.7656109789960457
7.0, 2.378292157657167
8.0, 2.7884809265243358
9.0, 3.42454186837457
10.0, 3.4914681640960374
11.0, 3.3714730875781846
12.0, 3.2140518662625457
