f_β, average_velocity
2.0, 0.0
3.0, 0.0
4.0, 0.0
5.0, 0.0
6.0, 3.1055914948903163
7.0, 2.881470582611911
8.0, 3.325641820154007
9.0, 3.784071532464386
10.0, 3.8338786762757433
11.0, 3.9401258004472766
12.0, 3.800526662145955







