f_β, average_velocity
0.015, 0.0
0.03, 0.0
0.045, 0.0
0.06, 0.0
0.075, 0.0
0.09, 0.0
0.105, 0.612263471316624
0.12, 0.985727797485018
0.135, 1.342665143670287
0.15, 1.7023641287338365
0.165, 2.054611636128647
0.18, 2.390538512733729
0.195, 2.6964839363387005
0.21, 2.9561354193507596
0.225, 3.161185274689853
0.24, 3.2786268281748194
0.255, 3.3020091823977804
0.27, 3.176974268169778
0.285, -1
0.3, -1
